text
“Some 40 U.S. companies have responded to President Trump’s tax cut and reform victory in Congress last year by handing out bonuses up to $2000 increases in 401k matches and spending on charity a much higher number than previously known.” https://t.co/bmWrwWzxMR
Stock Market had another good day but now that the Tax Cut Bill has passed we have tremendous upward potential. Dow just short of 25000 a number that few thought would be possible this soon into my administration. Also unemployment went down to 4.1%. Only getting better!
MAKE AMERICA GREAT AGAIN!
Many mostly Democrat States refused to hand over data from the 2016 Election to the Commission On Voter Fraud. They fought hard that the Commission not see their records or methods because they know that many people are voting illegally. System is rigged must go to Voter I.D.
As Americans you need identification sometimes in a very strong and accurate form for almost everything you do.....except when it comes to the most important thing VOTING for the people that run your country. Push hard for Voter Identification!
With all of the failed “experts” weighing in does anybody really believe that talks and dialogue would be going on between North and South Korea right now if I wasn’t firm strong and willing to commit our total “might” against the North. Fools but talks are a good thing!
So beautiful....Show this picture to the NFL players who still kneel! https://t.co/tJLM1tvbvb
Dow just crashes through 25000. Congrats! Big cuts in unnecessary regulations continuing.
Thank you to the great Republican Senators who showed up to our mtg on immigration reform. We must BUILD THE WALL stop illegal immigration end chain migration &amp; cancel the visa lottery. The current system is unsafe &amp; unfair to the great people of our country - time for change!
MAKING AMERICA GREAT AGAIN! https://t.co/iONbr1DkVk
I authorized Zero access to White House (actually turned him down many times) for author of phony book! I never spoke to him for book. Full of lies misrepresentations and sources that don’t exist. Look at this guy’s past and watch what happens to him and Sloppy Steve!
The Fake News Media barely mentions the fact that the Stock Market just hit another New Record and that business in the U.S. is booming...but the people know! Can you imagine if “O” was president and had these numbers - would be biggest story on earth! Dow now over 25000.
Dow goes from 18589 on November 9 2016 to 25075 today for a new all-time Record. Jumped 1000 points in last 5 weeks Record fastest 1000 point move in history. This is all about the Make America Great Again agenda! Jobs Jobs Jobs. Six trillion dollars in value created!
Well now that collusion with Russia is proving to be a total hoax and the only collusion is with Hillary Clinton and the FBI/Russia the Fake News Media (Mainstream) and this phony new book are hitting out at every new front imaginable. They should try winning an election. Sad!
The Mercer Family recently dumped the leaker known as Sloppy Steve Bannon. Smart!
Good idea Rand! https://t.co/55sqUDiC0s
Michael Wolff is a total loser who made up stories in order to sell this really boring and untruthful book. He used Sloppy Steve Bannon who cried when he got fired and begged for his job. Now Sloppy Steve has been dumped like a dog by almost everyone. Too bad! https://t.co/mEeUhk5ZV9
The African American unemployment rate fell to 6.8% the lowest rate in 45 years. I am so happy about this News! And in the Washington Post (of all places) headline states “Trumps first year jobs numbers were very very good.”
Brian Ross the reporter who made a fraudulent live newscast about me that drove the Stock Market down 350 points (billions of dollars) was suspended for a month but is now back at ABC NEWS in a lower capacity. He is no longer allowed to report on Trump. Should have been fired!
Now that Russian collusion after one year of intense study has proven to be a total hoax on the American public the Democrats and their lapdogs the Fake News Mainstream Media are taking out the old Ronald Reagan playbook and screaming mental stability and intelligence.....
....Actually throughout my life my two greatest assets have been mental stability and being like really smart. Crooked Hillary Clinton also played these cards very hard and as everyone knows went down in flames. I went from VERY successful businessman to top T.V. Star.....
....to President of the United States (on my first try). I think that would qualify as not smart but genius....and a very stable genius at that!
Leaving Camp David for the White House. Great meetings with the Cabinet and Military on many very important subjects including Border Security &amp; the desperately needed Wall the ever increasing Drug and Opioid Problem Infrastructure Military Budget Trade and DACA.
I’ve had to put up with the Fake News from the first day I announced that I would be running for President. Now I have to put up with a Fake Book written by a totally discredited author. Ronald Reagan had the same problem and handled it well. So will I!
Jake Tapper of Fake News CNN just got destroyed in his interview with Stephen Miller of the Trump Administration. Watch the hatred and unfairness of this CNN flunky!
The Fake News Awards those going to the most corrupt &amp; biased of the Mainstream Media will be presented to the losers on Wednesday January 17th rather than this coming Monday. The interest in and importance of these awards is far greater than anyone could have anticipated!
The Stock Market has been creating tremendous benefits for our country in the form of not only Record Setting Stock Prices but present and future Jobs Jobs Jobs. Seven TRILLION dollars of value created since our big election win!
“His is turning out to be an enormously consequential presidency. So much so that despite my own frustration over his missteps there has never been a day when I wished Hillary Clinton were president. Not one. Indeed as Trump’s accomplishments accumulate the mere thought of...
...Clinton in the WH doubling down on Barack Obama’s failed policies washes away any doubts that America made the right choice. This was truly a change election — and the changes Trump is bringing are far-reaching &amp; necessary.” Thank you Michael Goodwin! https://t.co/4fHNcx2Ydg
African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a full point in the last year and is close to the lowest in recorded history. Dems did nothing for you but get your vote!  #NeverForget  @foxandfriends
Can’t wait to be back in the amazing state of Tennessee to address the 99th American @FarmBureau Federation’s Annual Convention in Nashville! #AFBF18On my way now - join me LIVE at 4:00pmE: https://t.co/QaljAqekdD. https://t.co/Wm7Io0hYT8
We have been working every day to DELIVER for America’s Farmers just as they work every day to deliver FOR US. #AFBF18 https://t.co/QDH7fvFkZ7
In every decision we make we are honoring America’s PROUD FARMING LEGACY. Years of crushing taxes crippling regs &amp; corrupt politics left our communities hurting our economy stagnant &amp; millions of hardworking Americans COMPLETELY FORGOTTEN. But they are not forgotten ANYMORE! https://t.co/MdYS7xnukQ
We are fighting for our farmers for our country and for our GREAT AMERICAN FLAG. We want our flag respected - and we want our NATIONAL ANTHEM respected also! https://t.co/16eOLXg6Fi
On behalf of the American people THANK YOU to our incredible law enforcement officers. As President of the United States - I will fight for you and I will never ever let you down. Now more than ever we must support the men and women in blue! #LawEnforcementAppreciationDay https://t.co/Qb4uxB4JRm
It was my great honor to sign H.R. 267 the “Martin Luther King Jr. National Historical Park Act” which redesignates the Martin Luther King Junior National Historic Site in the State of Georgia as the Martin Luther King Jr. National Historical Park. https://t.co/Qe0b6HBFTY https://t.co/QTgaqTawPT
Thanks to all of the Republican and Democratic lawmakers for today’s very productive meeting on immigration reform. There was strong agreement to negotiate a bill that deals with border security chain migration lottery and DACA. https://t.co/SdqAQ3aL3z https://t.co/8DYHZHspAy
Today it was my great honor to sign a new Executive Order to ensure Veterans have the resources they need as they transition back to civilian life. We must ensure that our HEROES are given the care and support they so richly deserve! https://t.co/0MdP9DDIAS https://t.co/LP2a8KCBAp
RT @Scavino45: “Utilities cutting rates cite benefits of Trump tax reform” https://t.co/u19JMs4Bsr
As I made very clear today our country needs the security of the Wall on the Southern Border which must be part of any DACA approval.
Thank you @GOPLeader Kevin McCarthy! Couldn’t agree w/you more. TOGETHER we are #MAGA🇺🇸 https://t.co/QaxtqpyXTR
.@ICEgov HSI agents and ERO officers on behalf of an entire Nation THANK YOU for what you are doing 24/7/365 to keep fellow American’s SAFE. Everyone is so grateful!#LawEnforcementAppreciationDayPresident @realDonaldTrump https://t.co/HXCpTlruVo
It just shows everyone how broken and unfair our Court System is when the opposing side in a case (such as DACA) always runs to the 9th Circuit and almost always wins before being reversed by higher courts.
The fact that Sneaky Dianne Feinstein who has on numerous occasions stated that collusion between Trump/Russia has not been found would release testimony in such an underhanded and possibly illegal way totally without authorization is a disgrace. Must have tough Primary!
The single greatest Witch Hunt in American history continues. There was no collusion everybody including the Dems knows there was no collusion &amp; yet on and on it goes. Russia &amp; the world is laughing at the stupidity they are witnessing. Republicans should finally take control!
I want to thank my @Cabinet for working tirelessly on behalf of our country. 2017 was a year of monumental achievement and we look forward to the year ahead. Together we are delivering results and MAKING AMERICA GREAT AGAIN! https://t.co/ptXa1hAPwW https://t.co/yv6RALkQf3
Today it was my great honor to welcome Prime Minister Erna Solberg of Norway to the @WhiteHouse - a great friend and ally of the United States! Joint press conference: https://t.co/qWR1BhfQZI https://t.co/PJvwznjRCO
The United States needs the security of the Wall on the Southern Border which must be part of any DACA approval. The safety and security of our country is #1! https://t.co/4CFzQXb5aS
Cutting taxes and simplifying regulations makes America the place to invest! Great news as Toyota and Mazda announce they are bringing 4000 JOBS and investing $1.6 BILLION in Alabama helping to further grow our economy! https://t.co/Kcg8IVH6iA
Good news: Toyota and Mazda announce giant new Huntsville Alabama plant which will produce over 300000 cars and SUV’s a year and employ 4000 people. Companies are coming back to the U.S. in a very big way. Congratulations Alabama!
Disproven and paid for by Democrats “Dossier used to spy on Trump Campaign. Did FBI use Intel tool to influence the Election?” @foxandfriends  Did Dems or Clinton also pay Russians? Where are hidden and smashed DNC servers? Where are Crooked Hillary Emails?  What a mess!
In new Quinnipiac Poll 66% of people feel the economy is “Excellent or Good.” That is the highest number ever recorded by this poll.
“House votes on controversial FISA ACT today.” This is the act that may have been used with the help of the discredited and phony Dossier to so badly surveil and abuse the Trump Campaign by the previous administration and others?
“45 year low in illegal immigration this year.” @foxandfriends
With that being said I have personally directed the fix to the unmasking process since taking office and today’s vote is about foreign surveillance of foreign bad guys on foreign land. We need it! Get smart!
Great news as a result of our TAX CUTS &amp; JOBS ACT! https://t.co/SLvhLxP3Jl
Yesterday I signed the #INTERDICTAct (H.R. 2142) with bipartisan members of Congress to help end the flow of drugs into our country. Together we are committed to doing everything we can to combat the deadly scourge of drug addiction and overdose in the United States! https://t.co/ELZvFol5Lo
Thank you Adam Levine The Federalist in interview on @foxandfriends  “Donald Trump is the greatest President our Country has ever seen.”
Small Business Poll has highest approval numbers in the polls history. All business is just at the beginning of something really special!
More great news as a result of historical Tax Cuts and Reform: Fiat Chrysler announces plan to invest more than $1 BILLION in Michigan plant relocating their heavy-truck production from Mexico to Michigan adding 2500 new jobs and paying $2000 bonus to U.S. employees! https://t.co/47azKD0l9B
Chrysler is moving a massive plant from Mexico to Michigan reversing a years long opposite trend. Thank you Chrysler a very wise decision. The voters in Michigan are very happy they voted for Trump/Pence. Plenty of more to follow!
Democrat Dianne Feinstein should never have released secret committee testimony to the public without authorization. Very disrespectful to committee members and possibly illegal. She blamed her poor decision on the fact she had a cold - a first!
The Democrats seem intent on having people and drugs pour into our country from the Southern Border risking thousands of lives in the process. It is my duty to protect the lives and safety of all Americans. We must build a Great Wall think Merit and end Lottery &amp; Chain. USA!
Reason I canceled my trip to London is that I am not a big fan of the Obama Administration having sold perhaps the best located and finest embassy in London for “peanuts” only to build a new one in an off location for 1.2 billion dollars. Bad deal. Wanted me to cut ribbon-NO!
The so-called bipartisan DACA deal presented yesterday to myself and a group of Republican Senators and Congressmen was a big step backwards. Wall was not properly funded Chain &amp; Lottery were made worse and USA would be forced to take large numbers of people from high crime.....
....countries which are doing badly. I want a merit based system of immigration and people who will help take our country to the next level. I want safety and security for our people. I want to stop the massive inflow of drugs. I want to fund our military not do a Dem defund....
....Because of the Democrats not being interested in life and safety DACA has now taken a big step backwards. The Dems will threaten “shutdown” but what they are really doing is shutting down our military at a time we need it most. Get smart MAKE AMERICA GREAT AGAIN!
The language used by me at the DACA meeting was tough but this was not the language used. What was really tough was the outlandish proposal made - a big setback for DACA!
Sadly Democrats want to stop paying our troops and government workers in order to give a sweetheart deal not a fair deal for DACA. Take care of our Military and our Country FIRST!
Never said anything derogatory about Haitians other than Haiti is obviously a very poor and troubled country. Never said “take them out.” Made up by Dems. I have a wonderful relationship with Haitians. Probably should record future meetings - unfortunately no trust!
Today it was my great honor to proclaim January 15 2018 as Martin Luther King Jr. Federal Holiday. I encourage all Americans to observe this day with appropriate civic community and service activities in honor of Dr. King's life and legacy. https://t.co/samlJsz1Nt
Yesterday was a big day for the stock market. Jobs are coming back to America. Chrysler is coming back to the USA from Mexico and many others will follow. Tax cut money to employees is pouring into our economy with many more companies announcing. American business is hot again!
The Democrats are all talk and no action. They are doing nothing to fix DACA. Great opportunity missed. Too bad!
AMERICA FIRST!
Yesterday was another big day for jobs and the Stock Market. Chrysler coming back to U.S. (Michigan) from Mexico and many more companies paying out Tax Cut money to employees. If Dems won in November Market would have TANKED! It was headed for disaster.
I don’t believe the Democrats really want to see a deal on DACA. They are all talk and no action. This is the time but day by day they are blowing the one great opportunity they have. Too bad!
So much Fake News is being reported. They don’t even try to get it right or correct it when they are wrong. They promote the Fake Book of a mentally deranged author who knowingly writes false information. The Mainstream Media is crazed that WE won the election!
RT @LouDobbs: The stock market has gained an incredible 7.8 Trillion dollars in market value since @POTUS was elected! Looks like 4% econom…
RT @JackPosobiec: Dick Durbin called Trump racist for wanting to end chain migration. Here's a video of Dick Durbin calling for an end to…
RT @paulsperry_: Fusion GPS firm behind disputed Russia dossier retracts its claim of FBI mole in Trump camphttps://t.co/s6CFPXSVqb
RT @paulsperry_: https://t.co/aU1rdyKA1W
The Wall Street Journal stated falsely that I said to them “I have a good relationship with Kim Jong Un” (of N. Korea). Obviously I didn’t say that. I said “I’d have a good relationship with Kim Jong Un” a big difference. Fortunately we now record conversations with reporters...
...and they knew exactly what I said and meant. They just wanted a story. FAKE NEWS!
RT @realDonaldTrump: So much Fake News is being reported. They don’t even try to get it right or correct it when they are wrong. They prom…
DACA is probably dead because the Democrats don’t really want it they just want to talk and take desperately needed money away from our Military.
I as President want people coming into our Country who are going to help us become strong and great again people coming in through a system based on MERIT. No more Lotteries! #AMERICA FIRST
“President Trump is not getting the credit he deserves for the economy. Tax Cut bonuses to more than 2000000 workers. Most explosive Stock Market rally that we’ve seen in modern times. 18000 to 26000 from Election and grounded in profitability and growth. All Trump not 0...
...big unnecessary regulation cuts made it all possible” (among many other things). “President Trump reversed the policies of President Obama and reversed our economic decline.” Thank you Stuart Varney.  @foxandfriends
Statement by me last night in Florida: “Honestly I don’t think the Democrats want to make a deal. They talk about DACA but they don’t want to help..We are ready willing and able to make a deal but they don’t want to. They don’t want security at the border they don’t want.....
...to stop drugs they want to take money away from our military which we cannot do.” My standard is very simple AMERICA FIRST &amp; MAKE AMERICA GREAT AGAIN!
RT @WhiteHouse: "Dr. King's dream is our dream. It is the American Dream. It's the promise stitched into the fabric of our Nation etched i…
Senator Dicky Durbin totally misrepresented what was said at the DACA meeting. Deals can’t get made when there is no trust! Durbin blew DACA and is hurting our Military.
RT @Heritage: We had a special visitor yesterday. @IvankaTrump thank you for meeting with @KayColesJames spending time with our team and…
RT @EricTrump: #MakeAmericaGreatAgain 🇺🇸🇺🇸🇺🇸 https://t.co/b81NtQGhHa
RT @EricTrump: I will be always be incredibly proud of my work for @StJude raising $16.3+ million dollars over the last 10 years at a 9.2%…
RT @realDonaldTrump: “President Trump is not getting the credit he deserves for the economy. Tax Cut bonuses to more than 2000000 workers…
RT @realDonaldTrump: ...big unnecessary regulation cuts made it all possible” (among many other things). “President Trump reversed the poli…
RT @realDonaldTrump: I as President want people coming into our Country who are going to help us become strong and great again people co…
RT @realDonaldTrump: DACA is probably dead because the Democrats don’t really want it they just want to talk and take desperately needed m…
RT @realDonaldTrump: Senator Dicky Durbin totally misrepresented what was said at the DACA meeting. Deals can’t get made when there is no t…
We must have Security at our VERY DANGEROUS SOUTHERN BORDER and we must have a great WALL to help protect us and to help stop the massive inflow of drugs pouring into our country!
The Democrats want to shut down the Government over Amnesty for all and Border Security. The biggest loser will be our rapidly rebuilding Military at a time we need it more than ever. We need a merit based system of immigration and we need it now! No more dangerous Lottery.
Do you notice the Fake News Mainstream Media never likes covering the great and record setting economic news but rather talks about anything negative or that can be turned into the negative. The Russian Collusion Hoax is dead except as it pertains to the Dems. Public gets it!
“90% of Trump 2017 news coverage was negative” -and much of it contrived!@foxandfriends
Unemployment for Black Americans is the lowest ever recorded. Trump approval ratings with Black Americans has doubled. Thank you and it will get even (much) better! @FoxNews
“President Donald J. Trump Proclaims January 16 2018 as Religious Freedom Day” https://t.co/bD3R2dJfyp
Today it was my honor to welcome President Nursultan Nazarbayev of Kazakhstan to the @WhiteHouse! https://t.co/TerYFZViax
New report from DOJ &amp; DHS shows that nearly 3 in 4 individuals convicted of terrorism-related charges are foreign-born. We have submitted to Congress a list of resources and reforms....
....we need to keep America safe including moving away from a random chain migration and lottery system to one that is merit-based. https://t.co/7PtoSFK1n2
Eric Trump on @foxandfriends  now!
Today we witnessed an incredible moment in history – the presentation of Congress’ highest civilian honor to our friend and true AMERICAN HERO Bob Dole. #CongressionalGoldMedal https://t.co/qNQqDLRmCk
I promised that my policies would allow companies like Apple to bring massive amounts of money back to the United States. Great to see Apple follow through as a result of TAX CUTS. Huge win for American workers and the USA! https://t.co/OwXVUyLOb1
During the campaign I promised to MAKE AMERICA GREAT AGAIN by bringing businesses and jobs back to our country. I am very proud to see companies like Chrysler moving operations from Mexico to Michigan where there are so many great American workers! https://t.co/hz2q9UTfnF
Main Street is BACK! Strongest Holiday Sales bump since the Great Recession -- beating forecasts by BILLIONS OF DOLLARS. https://t.co/kDcGbMieSt
And the FAKE NEWS winners are...https://t.co/59G6x2f7fD
Despite some very corrupt and dishonest media coverage there are many great reporters I respect and lots of GOOD NEWS for the American people to be proud of!
ISIS is in retreat our economy is booming investments and jobs are pouring back into the country and so much more! Together there is nothing we can’t overcome--even a very biased media. We ARE Making America Great Again!
The Wall is the Wall it has never changed or evolved from the first day I conceived of it. Parts will be of necessity see through and it was never intended to be built in areas where there is natural protection such as mountains wastelands or tough rivers or water.....
....The Wall will be paid for directly or indirectly or through longer term reimbursement by Mexico which has a ridiculous $71 billion dollar trade surplus with the U.S. The $20 billion dollar Wall is “peanuts” compared to what Mexico makes from the U.S. NAFTA is a bad joke!
Will be going to Pennsylvania today in order to give my total support to RICK SACCONE running for Congress in a Special Election (March 13). Rick is a great guy. We need more Republicans to continue our already successful agenda!
We need the Wall for the safety and security of our country. We need the Wall to help stop the massive inflow of drugs from Mexico now rated the number one most dangerous country in the world. If there is no Wall there is no Deal!
CHIP should be part of a long term solution not a 30 Day or short term extension!
A government shutdown will be devastating to our military...something the Dems care very little about!
Departing Pittsburgh now where it was my great honor to stand with our incredible workers and to show the world that AMERICA is back - and we are coming back bigger and better and stronger than ever before! https://t.co/kWPgylqFzj
AMERICA will once again be a NATION that thinks big dreams bigger and always reaches for the stars. YOU are the ones who will shape America’s destiny. YOU are the ones who will restore our prosperity. And YOU are the ones who are MAKING AMERICA GREAT AGAIN! #MAGA https://t.co/f2abNK47II
House of Representatives needs to pass Government Funding Bill tonight. So important for our country - our Military needs it!
Government Funding Bill past last night in the House of Representatives. Now Democrats are needed if it is to pass in the Senate - but they want illegal immigration and weak borders. Shutdown coming? We need more Republican victories in 2018!
.@WhiteHouse Briefing with Director Marc Short and Director Mick Mulvaney...https://t.co/0O0VsYXmHB
“Shutting down the government is a very serious thing. People die accidents happen. I don’t know how I would vote right now on a CR OK?”Sen. Dianne Feinstein (D-Calif)https://t.co/7xP3CBnv5j
Today I was honored and proud to address the 45th Annual @March_for_Life! You are living witnesses of this year’s March for Life theme: #LoveSavesLives. https://t.co/DMST4qhDmp
Just signed 702 Bill to reauthorize foreign intelligence collection. This is NOT the same FISA law that was so wrongly abused during the election. I will always do the right thing for our country and put the safety of the American people first!
Excellent preliminary meeting in Oval with @SenSchumer - working on solutions for Security and our great Military together with @SenateMajLdr McConnell and @SpeakerRyan. Making progress - four week extension would be best!
Not looking good for our great Military or Safety &amp; Security on the very dangerous Southern Border. Dems want a Shutdown in order to help diminish the great success of the Tax Cuts and what they are doing for our booming economy.
Democrats are far more concerned with Illegal Immigrants than they are with our great Military or Safety at our dangerous Southern Border. They could have easily made a deal but decided to play Shutdown politics instead. #WeNeedMoreRepublicansIn18 in order to power through mess!
This is the One Year Anniversary of my Presidency and the Democrats wanted to give me a nice present. #DemocratShutdown
For those asking the Republicans only have 51 votes in the Senate and they need 60. That is why we need to win more Republicans in 2018 Election! We can then be even tougher on  Crime (and Border) and even better to our Military &amp; Veterans!
#AMERICA FIRST!
Democrats are holding our Military hostage over their desire to have unchecked illegal immigration. Can’t let that happen!
Beautiful weather all over our great country a perfect day for all Women to March. Get out there now to celebrate the historic milestones and unprecedented economic success and wealth creation that has taken place over the last 12 months. Lowest female unemployment in 18 years!
Unprecedented success for our Country in so many ways since the Election. Record Stock Market Strong on Military Crime Borders &amp; ISIS Judicial Strength &amp; Numbers Lowest Unemployment for Women &amp; ALL Massive Tax Cuts end of Individual Mandate - and so much more. Big 2018!
RT @realDonaldTrump: Democrats are far more concerned with Illegal Immigrants than they are with our great Military or Safety at our danger…
The Trump Administration has terminated more UNNECESSARY Regulation in just twelve months than any other Administration has terminated during their full term in office no matter what the length. The good news is THERE IS MUCH MORE TO COME!
Eric Trump on @JudgeJeanine on @FoxNews now!
RT @FoxNews: .@EricTrump: "People have seen a year that's incredible that's been filled with nothing but the best for our country America…
RT @FoxNews: .@davidwebbshow: "Let's look at the calendar. It's January 20th. DACA expires on March 5th. That means this was a construct of…
RT @FoxNews: .@KellyannePolls: "Since @POTUS took office 863000 new jobs were filled by women. Over half a million American women have en…
RT @FoxNews: .@EricTrump: "My father was elected for one reason and that's because he actually believes in putting America first which is…
RT @realDonaldTrump: Democrats are holding our Military hostage over their desire to have unchecked illegal immigration. Can’t let that hap…
Great to see how hard Republicans are fighting for our Military and Safety at the Border. The Dems just want illegal immigrants to pour into our nation unchecked. If stalemate continues Republicans should go to 51% (Nuclear Option) and vote on real long term budget no C.R.’s!
Thank you to Brad Blakeman on @FoxNews for grading year one of my presidency with an “A”-and likewise to Doug Schoen for the very good grade and statements. Working hard!
The Democrats are turning down services and security for citizens in favor of services and security for non-citizens. Not good!
Democrats have shut down our government in the interests of their far left base. They don’t want to do it but are powerless!
End the Democrats Obstruction! https://t.co/tzBXilvW1b
Big win for Republicans as Democrats cave on Shutdown. Now I want a big win for everyone including Republicans Democrats and DACA but especially for our Great Military and Border Security. Should be able to get there. See you at the negotiating table!
Even Crazy Jim Acosta of Fake News CNN agrees: “Trump World and WH sources dancing in end zone: Trump wins again...Schumer and Dems caved...gambled and lost.” Thank you for your honesty Jim!
In one of the biggest stories in a long time the FBI says it is now missing five months worth of lovers Strzok - Page texts perhaps 50000 all in prime time. Wow!
In one of the biggest stories in a long time the FBI now says it is missing five months worth of lovers Strzok-Page texts perhaps 50000 and all in prime time. Wow!
Nobody knows for sure that the Republicans &amp; Democrats will be able to reach a deal on DACA by February 8 but everyone will be trying....with a big additional focus put on Military Strength and Border Security. The Dems have just learned that a Shutdown is not the answer!
Thank you to General John Kelly who is doing a fantastic job and all of the Staff and others in the White House for a job well done. Long hours and Fake reporting makes your job more difficult but it is always great to WIN and few have won more than us!
Where are the 50000 important text messages between FBI lovers Lisa Page and Peter Strzok?  Blaming Samsung!
Cryin’ Chuck Schumer fully understands especially after his humiliating defeat that if there is no Wall there is no DACA. We must have safety and security together with a strong Military for our great people!
Tremendous investment by companies from all over the world being made in America. There has never been anything like it. Now Disney J.P. Morgan Chase and many others. Massive Regulation Reduction and Tax Cuts are making us a powerhouse again. Long way to go! Jobs Jobs Jobs!
Earlier today I spoke with @GovMattBevin of Kentucky regarding yesterday’s shooting at Marshall County High School. My thoughts and prayers are with Bailey Holt Preston Cope their families and all of the wounded victims who are in recovery. We are with you!
It was my great honor to welcome Mayor’s from across America to the WH. My Administration will always support local government - and listen to the leaders who know their communities best. Together we will usher in a bold new era of Peace and Prosperity! https://t.co/dmYECTnk0a https://t.co/RSv7V7r0DT
Will soon be heading to Davos Switzerland to tell the world how great America is and is doing. Our economy is now booming and with all I am doing will only get better...Our country is finally WINNING again!
Great bilateral meeting with Prime Minister Theresa May of the United Kingdom affirming the special relationship and our commitment to work together on key national security challenges and economic opportunities. #WEF18 https://t.co/FPP8aRDAyt
Very productive bilateral meeting with Prime Minister Benjamin @Netanyahu of Israel - in Davos Switzerland! #WEF18 https://t.co/2sZM9YI7tJ
Today Americans everywhere remember the brave men and women of @NASA who lost their lives in our Nation’s eternal quest to expand the boundaries of human potential. https://t.co/clBsJTGz8B https://t.co/jTJkusdBQA
Will be interviewed on  @SquawkCNBC by @JoeSquawk coming up at 6:00amE from Davos Switzerland. Enjoy! #WEF18 https://t.co/7egYlxnFBd
It was an honor to meet with Republic of Rwanda President Paul Kagame this morning in Davos Switzerland. Many great discussions! #WEF18 https://t.co/SaPzwVhDiB
Great bilateral meeting with President @Alain_Berset of the Swiss Confederation - as we continue to strengthen our great friendship. Such an honor to be in Switzerland! #WEF18 https://t.co/87pLrCpQkZ
Join me live at the 2018 World Economic Forum in Davos Switzerland! #WEF18 https://t.co/fdHejCmv73 https://t.co/DuKJlVTWB8
Heading back from a very exciting two days in Davos Switzerland. Speech on America’s economic revival was well received. Many of the people I met will be investing in the U.S.A.! #MAGA
DACA has been made increasingly difficult by the fact that Cryin’ Chuck Schumer took such a beating over the shutdown that he is unable to act on immigration!
Thank you for the wonderful welcome @WEF! #Davos2018 https://t.co/IQkoQJxR5B
